"REF_DATE","GEO","DGUID","Labour force characteristics","Educational attainment","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-01","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14285.0","","","","1"
"2015-02","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14291.8","","","","1"
"2015-03","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14299.6","","","","1"
"2015-04","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14308.2","","","","1"
"2015-05","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14317.8","","","","1"
"2015-06","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14332.0","","","","1"
"2015-07","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14342.7","","","","1"
"2015-08","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14353.3","","","","1"
"2015-09","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14366.7","","","","1"
"2015-10","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14376.8","","","","1"
"2015-11","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14386.4","","","","1"
"2015-12","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14396.3","","","","1"
"2016-01","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14408.6","","","","1"
"2016-02","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14424.0","","","","1"
"2016-03","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14437.4","","","","1"
"2016-04","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14451.6","","","","1"
"2016-05","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14470.0","","","","1"
"2016-06","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14487.3","","","","1"
"2016-07","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14502.9","","","","1"
"2016-08","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14521.9","","","","1"
"2016-09","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14536.0","","","","1"
"2016-10","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14549.2","","","","1"
"2016-11","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14561.3","","","","1"
"2016-12","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14572.9","","","","1"
"2017-01","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14588.9","","","","1"
"2017-02","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14601.3","","","","1"
"2017-03","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14616.3","","","","1"
"2017-04","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14631.7","","","","1"
"2017-05","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14651.1","","","","1"
"2017-06","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14667.8","","","","1"
"2017-07","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14686.7","","","","1"
"2017-08","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14710.2","","","","1"
"2017-09","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14728.5","","","","1"
"2017-10","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14745.7","","","","1"
"2017-11","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14762.7","","","","1"
"2017-12","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14779.4","","","","1"
"2018-01","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14802.4","","","","1"
"2018-02","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14818.6","","","","1"
"2018-03","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14837.9","","","","1"
"2018-04","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14862.7","","","","1"
"2018-05","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14882.8","","","","1"
"2018-06","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14903.8","","","","1"
"2018-07","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14930.4","","","","1"
"2018-08","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14950.6","","","","1"
"2018-09","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14970.7","","","","1"
"2018-10","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","14990.6","","","","1"
"2018-11","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15009.4","","","","1"
"2018-12","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15027.1","","","","1"
"2019-01","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15049.1","","","","1"
"2019-02","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15063.9","","","","1"
"2019-03","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15081.8","","","","1"
"2019-04","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15105.8","","","","1"
"2019-05","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15126.9","","","","1"
"2019-06","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15149.6","","","","1"
"2019-07","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15175.7","","","","1"
"2019-08","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15193.9","","","","1"
"2019-09","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15216.1","","","","1"
"2019-10","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15232.8","","","","1"
"2019-11","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15247.9","","","","1"
"2019-12","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15260.4","","","","1"
"2020-01","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15273.3","","","","1"
"2020-02","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15285.5","","","","1"
"2020-03","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15300.1","","","","1"
"2020-04","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15307.9","","","","1"
"2020-05","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15315.3","","","","1"
"2020-06","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15329.1","","","","1"
"2020-07","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15341.2","","","","1"
"2020-08","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15353.0","","","","1"
"2020-09","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15368.2","","","","1"
"2020-10","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15380.6","","","","1"
"2020-11","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15392.3","","","","1"
"2020-12","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15400.1","","","","1"
"2021-01","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15406.8","","","","1"
"2021-02","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15419.1","","","","1"
"2021-03","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15427.8","","","","1"
"2021-04","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15435.7","","","","1"
"2021-05","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15442.5","","","","1"
"2021-06","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15450.4","","","","1"
"2021-07","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15465.7","","","","1"
"2021-08","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15485.6","","","","1"
"2021-09","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15502.3","","","","1"
"2021-10","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15520.8","","","","1"
"2021-11","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15538.2","","","","1"
"2021-12","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15559.8","","","","1"
"2022-01","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15578.3","","","","1"
"2022-02","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15599.0","","","","1"
"2022-03","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15618.5","","","","1"
"2022-04","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15636.6","","","","1"
"2022-05","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15658.4","","","","1"
"2022-06","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15678.7","","","","1"
"2022-07","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15697.6","","","","1"
"2022-08","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15722.7","","","","1"
"2022-09","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15745.2","","","","1"
"2022-10","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15771.8","","","","1"
"2022-11","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15791.5","","","","1"
"2022-12","Canada","2016A000011124","Population","Total, all education levels","Males","15 years and over","Persons","249","thousands","3","v2628739","1.1.1.2.1","15814.3","","","","1"
"2015-01","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14687.0","","","","1"
"2015-02","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14693.0","","","","1"
"2015-03","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14700.7","","","","1"
"2015-04","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14709.0","","","","1"
"2015-05","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14718.1","","","","1"
"2015-06","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14732.0","","","","1"
"2015-07","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14742.7","","","","1"
"2015-08","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14753.2","","","","1"
"2015-09","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14766.5","","","","1"
"2015-10","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14776.9","","","","1"
"2015-11","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14786.2","","","","1"
"2015-12","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14795.7","","","","1"
"2016-01","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14808.0","","","","1"
"2016-02","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14823.4","","","","1"
"2016-03","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14836.2","","","","1"
"2016-04","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14849.7","","","","1"
"2016-05","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14867.9","","","","1"
"2016-06","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14883.8","","","","1"
"2016-07","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14900.3","","","","1"
"2016-08","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14920.4","","","","1"
"2016-09","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14935.2","","","","1"
"2016-10","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14948.8","","","","1"
"2016-11","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14961.3","","","","1"
"2016-12","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14973.5","","","","1"
"2017-01","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","14990.5","","","","1"
"2017-02","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15003.7","","","","1"
"2017-03","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15019.4","","","","1"
"2017-04","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15035.5","","","","1"
"2017-05","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15055.7","","","","1"
"2017-06","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15073.3","","","","1"
"2017-07","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15091.6","","","","1"
"2017-08","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15113.7","","","","1"
"2017-09","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15130.7","","","","1"
"2017-10","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15146.5","","","","1"
"2017-11","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15162.2","","","","1"
"2017-12","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15177.5","","","","1"
"2018-01","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15198.5","","","","1"
"2018-02","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15213.6","","","","1"
"2018-03","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15231.7","","","","1"
"2018-04","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15254.9","","","","1"
"2018-05","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15273.8","","","","1"
"2018-06","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15293.6","","","","1"
"2018-07","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15319.0","","","","1"
"2018-08","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15338.3","","","","1"
"2018-09","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15357.4","","","","1"
"2018-10","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15376.2","","","","1"
"2018-11","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15393.8","","","","1"
"2018-12","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15410.2","","","","1"
"2019-01","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15430.5","","","","1"
"2019-02","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15444.2","","","","1"
"2019-03","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15460.6","","","","1"
"2019-04","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15483.6","","","","1"
"2019-05","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15503.5","","","","1"
"2019-06","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15525.3","","","","1"
"2019-07","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15551.3","","","","1"
"2019-08","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15570.0","","","","1"
"2019-09","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15592.6","","","","1"
"2019-10","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15609.7","","","","1"
"2019-11","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15624.9","","","","1"
"2019-12","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15637.7","","","","1"
"2020-01","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15650.9","","","","1"
"2020-02","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15663.6","","","","1"
"2020-03","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15678.6","","","","1"
"2020-04","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15686.4","","","","1"
"2020-05","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15694.0","","","","1"
"2020-06","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15707.8","","","","1"
"2020-07","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15720.3","","","","1"
"2020-08","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15731.8","","","","1"
"2020-09","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15746.3","","","","1"
"2020-10","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15758.3","","","","1"
"2020-11","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15769.4","","","","1"
"2020-12","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15777.3","","","","1"
"2021-01","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15784.3","","","","1"
"2021-02","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15797.2","","","","1"
"2021-03","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15807.0","","","","1"
"2021-04","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15816.3","","","","1"
"2021-05","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15823.6","","","","1"
"2021-06","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15833.1","","","","1"
"2021-07","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15849.7","","","","1"
"2021-08","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15871.2","","","","1"
"2021-09","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15889.3","","","","1"
"2021-10","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15909.3","","","","1"
"2021-11","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15928.0","","","","1"
"2021-12","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15950.3","","","","1"
"2022-01","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15968.4","","","","1"
"2022-02","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","15989.8","","","","1"
"2022-03","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","16008.4","","","","1"
"2022-04","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","16026.3","","","","1"
"2022-05","Canada","2016A000011124","Population","Total, all education levels","Females","15 years and over","Persons","249","thousands","3","v2629549","1.1.1.3.1","16047.3","","","","1"
