"REF_DATE","GEO","DGUID","Immigrant status","Labour force characteristics","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-01","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","28960.2","","","","1"
"2015-02","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","28972.9","","","","1"
"2015-03","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","28985.7","","","","1"
"2015-04","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29000.8","","","","1"
"2015-05","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29017.8","","","","1"
"2015-06","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29039.0","","","","1"
"2015-07","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29061.7","","","","1"
"2015-08","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29085.3","","","","1"
"2015-09","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29108.4","","","","1"
"2015-10","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29131.1","","","","1"
"2015-11","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29153.2","","","","1"
"2015-12","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29172.8","","","","1"
"2016-01","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29193.8","","","","1"
"2016-02","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29218.7","","","","1"
"2016-03","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29245.9","","","","1"
"2016-04","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29274.1","","","","1"
"2016-05","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29304.3","","","","1"
"2016-06","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29336.8","","","","1"
"2016-07","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29370.8","","","","1"
"2016-08","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29405.5","","","","1"
"2016-09","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29438.9","","","","1"
"2016-10","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29470.5","","","","1"
"2016-11","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29497.3","","","","1"
"2016-12","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29522.3","","","","1"
"2017-01","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29549.5","","","","1"
"2017-02","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29576.9","","","","1"
"2017-03","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29606.7","","","","1"
"2017-04","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29636.0","","","","1"
"2017-05","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29669.9","","","","1"
"2017-06","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29705.0","","","","1"
"2017-07","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29742.1","","","","1"
"2017-08","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29781.1","","","","1"
"2017-09","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29820.5","","","","1"
"2017-10","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29858.4","","","","1"
"2017-11","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29892.1","","","","1"
"2017-12","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29924.7","","","","1"
"2018-01","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29960.9","","","","1"
"2018-02","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","29996.7","","","","1"
"2018-03","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30034.2","","","","1"
"2018-04","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30073.1","","","","1"
"2018-05","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30114.6","","","","1"
"2018-06","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30157.2","","","","1"
"2018-07","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30201.1","","","","1"
"2018-08","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30245.2","","","","1"
"2018-09","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30288.8","","","","1"
"2018-10","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30328.0","","","","1"
"2018-11","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30366.1","","","","1"
"2018-12","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30402.4","","","","1"
"2019-01","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30440.0","","","","1"
"2019-02","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30475.0","","","","1"
"2019-03","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30510.0","","","","1"
"2019-04","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30546.6","","","","1"
"2019-05","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30587.4","","","","1"
"2019-06","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30631.6","","","","1"
"2019-07","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30677.5","","","","1"
"2019-08","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30722.0","","","","1"
"2019-09","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30766.5","","","","1"
"2019-10","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30805.0","","","","1"
"2019-11","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30841.3","","","","1"
"2019-12","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30871.1","","","","1"
"2020-01","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30898.4","","","","1"
"2020-02","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30923.8","","","","1"
"2020-03","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30950.7","","","","1"
"2020-04","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30974.0","","","","1"
"2020-05","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","30994.1","","","","1"
"2020-06","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31013.5","","","","1"
"2020-07","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31035.9","","","","1"
"2020-08","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31061.0","","","","1"
"2020-09","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31086.9","","","","1"
"2020-10","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31112.7","","","","1"
"2020-11","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31138.3","","","","1"
"2020-12","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31159.3","","","","1"
"2021-01","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31176.7","","","","1"
"2021-02","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31195.0","","","","1"
"2021-03","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31214.1","","","","1"
"2021-04","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31234.4","","","","1"
"2021-05","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31251.0","","","","1"
"2021-06","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31267.2","","","","1"
"2021-07","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31288.3","","","","1"
"2021-08","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31318.6","","","","1"
"2021-09","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31354.6","","","","1"
"2021-10","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31392.8","","","","1"
"2021-11","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31429.3","","","","1"
"2021-12","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31468.8","","","","1"
"2022-01","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31507.6","","","","1"
"2022-02","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31548.5","","","","1"
"2022-03","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31587.5","","","","1"
"2022-04","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31626.2","","","","1"
"2022-05","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31665.1","","","","1"
"2022-06","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31704.6","","","","1"
"2022-07","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31744.5","","","","1"
"2022-08","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31786.5","","","","1"
"2022-09","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31830.0","","","","1"
"2022-10","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31878.1","","","","1"
"2022-11","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31922.3","","","","1"
"2022-12","Canada","2016A000011124","Total population","Population","15 years and over","Persons","249","thousands","3","v53035496","1.1.1.1","31966.2","","","","1"
"2015-01","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","6698.8","","","","1"
"2015-02","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","6718.2","","","","1"
"2015-03","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","6754.8","","","","1"
"2015-04","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","6803.3","","","","1"
"2015-05","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","6850.9","","","","1"
"2015-06","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","6888.2","","","","1"
"2015-07","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","6933.2","","","","1"
"2015-08","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","6945.5","","","","1"
"2015-09","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","6980.9","","","","1"
"2015-10","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7011.0","","","","1"
"2015-11","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7051.3","","","","1"
"2015-12","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7057.1","","","","1"
"2016-01","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7076.3","","","","1"
"2016-02","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7102.7","","","","1"
"2016-03","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7117.7","","","","1"
"2016-04","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7131.5","","","","1"
"2016-05","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7158.6","","","","1"
"2016-06","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7217.3","","","","1"
"2016-07","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7254.9","","","","1"
"2016-08","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7286.1","","","","1"
"2016-09","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7332.7","","","","1"
"2016-10","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7391.3","","","","1"
"2016-11","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7425.4","","","","1"
"2016-12","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7413.2","","","","1"
"2017-01","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7388.9","","","","1"
"2017-02","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7376.0","","","","1"
"2017-03","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7368.0","","","","1"
"2017-04","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7332.9","","","","1"
"2017-05","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7292.3","","","","1"
"2017-06","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7278.4","","","","1"
"2017-07","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7300.2","","","","1"
"2017-08","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7313.2","","","","1"
"2017-09","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7333.0","","","","1"
"2017-10","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7358.7","","","","1"
"2017-11","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7389.0","","","","1"
"2017-12","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7400.7","","","","1"
"2018-01","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7421.2","","","","1"
"2018-02","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7480.0","","","","1"
"2018-03","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7531.0","","","","1"
"2018-04","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7564.7","","","","1"
"2018-05","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7555.2","","","","1"
"2018-06","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7572.1","","","","1"
"2018-07","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7588.1","","","","1"
"2018-08","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7608.9","","","","1"
"2018-09","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7610.3","","","","1"
"2018-10","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7635.9","","","","1"
"2018-11","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7678.6","","","","1"
"2018-12","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7735.4","","","","1"
"2019-01","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7807.5","","","","1"
"2019-02","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7846.1","","","","1"
"2019-03","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7856.8","","","","1"
"2019-04","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7820.3","","","","1"
"2019-05","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7799.1","","","","1"
"2019-06","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7808.4","","","","1"
"2019-07","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7832.3","","","","1"
"2019-08","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7889.6","","","","1"
"2019-09","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7945.3","","","","1"
"2019-10","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8021.7","","","","1"
"2019-11","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8063.0","","","","1"
"2019-12","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8077.5","","","","1"
"2020-01","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8089.4","","","","1"
"2020-02","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8117.7","","","","1"
"2020-03","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8114.9","","","","1"
"2020-04","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8057.2","","","","1"
"2020-05","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8016.7","","","","1"
"2020-06","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8013.1","","","","1"
"2020-07","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8023.8","","","","1"
"2020-08","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8001.3","","","","1"
"2020-09","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","7980.4","","","","1"
"2020-10","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8007.3","","","","1"
"2020-11","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8033.6","","","","1"
"2020-12","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8074.8","","","","1"
"2021-01","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8108.0","","","","1"
"2021-02","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8180.5","","","","1"
"2021-03","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8243.1","","","","1"
"2021-04","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8305.1","","","","1"
"2021-05","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8357.1","","","","1"
"2021-06","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8442.0","","","","1"
"2021-07","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8469.7","","","","1"
"2021-08","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8469.6","","","","1"
"2021-09","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8437.3","","","","1"
"2021-10","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8421.1","","","","1"
"2021-11","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8400.3","","","","1"
"2021-12","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8360.2","","","","1"
"2022-01","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8343.3","","","","1"
"2022-02","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8352.2","","","","1"
"2022-03","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8369.8","","","","1"
"2022-04","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8429.5","","","","1"
"2022-05","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8504.4","","","","1"
"2022-06","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8545.6","","","","1"
"2022-07","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8549.3","","","","1"
"2022-08","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8511.7","","","","1"
"2022-09","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8526.3","","","","1"
"2022-10","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8502.9","","","","1"
"2022-11","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8461.0","","","","1"
"2022-12","Canada","2016A000011124","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53035516","1.2.1.1","8419.8","","","","1"
"2015-01","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","879.6","","","","1"
"2015-02","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","881.1","","","","1"
"2015-03","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","890.8","","","","1"
"2015-04","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","908.4","","","","1"
"2015-05","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","922.6","","","","1"
"2015-06","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","935.2","","","","1"
"2015-07","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","951.5","","","","1"
"2015-08","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","968.6","","","","1"
"2015-09","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","980.0","","","","1"
"2015-10","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53035536","1.3.1.1","979.5","","","","1"
